,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0254,0.062,-0.41,0.682,-0.148,0.097
mkt-rf,0.9961,0.015,67.552,0.0,0.967,1.025
FX Factor,0.0008,0.002,0.347,0.729,-0.004,0.005
