,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0148,0.055,0.27,0.788,-0.093,0.123
mkt-rf,1.0006,0.009,113.959,0.0,0.983,1.018
FX Factor,-0.0005,0.002,-0.208,0.836,-0.005,0.004
