,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0306,0.055,-0.559,0.577,-0.139,0.077
mkt-rf,1.0036,0.009,114.625,0.0,0.986,1.021
FX Factor,0.0012,0.002,0.532,0.595,-0.003,0.005
