,coef,std err,t,P>|t|,[0.025,0.975]
const,0.2134,0.185,1.153,0.25,-0.151,0.578
mkt-rf,1.0074,0.016,62.103,0.0,0.975,1.039
FX Factor,-0.0075,0.007,-1.154,0.25,-0.02,0.005
