,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1395,0.118,-1.183,0.238,-0.372,0.093
mkt-rf,1.0356,0.028,36.93,0.0,0.98,1.091
FX Factor,0.0052,0.004,1.196,0.233,-0.003,0.014
