,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0781,0.055,1.424,0.156,-0.03,0.186
mkt-rf,1.0003,0.009,111.563,0.0,0.983,1.018
FX Factor,-0.0026,0.002,-1.441,0.151,-0.006,0.001
