,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0779,0.088,-0.888,0.375,-0.251,0.095
mkt-rf,1.0092,0.014,72.017,0.0,0.982,1.037
FX Factor,0.003,0.003,0.867,0.387,-0.004,0.01
