,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1596,0.255,-0.626,0.532,-0.662,0.342
mkt-rf,0.9665,0.022,43.271,0.0,0.922,1.01
FX Factor,0.0052,0.009,0.575,0.566,-0.013,0.023
