,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0352,0.157,0.225,0.822,-0.273,0.344
mkt-rf,1.0033,0.025,40.106,0.0,0.954,1.053
FX Factor,-0.0009,0.006,-0.143,0.886,-0.013,0.011
