,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0504,0.19,0.266,0.791,-0.323,0.424
mkt-rf,1.0023,0.045,22.218,0.0,0.913,1.091
FX Factor,-0.0017,0.007,-0.241,0.81,-0.015,0.012
