,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0474,0.073,-0.65,0.516,-0.191,0.096
mkt-rf,0.9939,0.012,83.441,0.0,0.97,1.017
FX Factor,0.0014,0.002,0.587,0.557,-0.003,0.006
