,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0327,0.141,0.233,0.816,-0.244,0.31
mkt-rf,1.0095,0.033,30.196,0.0,0.944,1.075
FX Factor,-0.001,0.005,-0.187,0.852,-0.011,0.009
