,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0141,0.139,0.102,0.919,-0.26,0.288
mkt-rf,0.9997,0.012,82.038,0.0,0.976,1.024
FX Factor,-0.0005,0.005,-0.106,0.916,-0.01,0.009
