,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0653,0.242,-0.27,0.788,-0.542,0.411
mkt-rf,0.9791,0.021,46.158,0.0,0.937,1.021
FX Factor,0.002,0.009,0.233,0.816,-0.015,0.019
