,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0243,0.089,-0.272,0.786,-0.2,0.152
mkt-rf,1.0012,0.015,68.57,0.0,0.972,1.03
FX Factor,0.0008,0.003,0.284,0.777,-0.005,0.007
