,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0542,0.119,-0.456,0.649,-0.288,0.18
mkt-rf,0.9996,0.019,51.442,0.0,0.961,1.038
FX Factor,0.0018,0.004,0.458,0.648,-0.006,0.009
