,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1276,0.055,2.329,0.021,0.02,0.236
mkt-rf,0.9703,0.013,74.438,0.0,0.945,0.996
FX Factor,-0.0048,0.002,-2.364,0.019,-0.009,-0.001
