,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0265,0.069,-0.384,0.702,-0.163,0.11
mkt-rf,1.0039,0.016,61.003,0.0,0.971,1.036
FX Factor,0.0009,0.003,0.365,0.715,-0.004,0.006
