,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0473,0.105,-0.451,0.652,-0.254,0.159
mkt-rf,0.988,0.009,107.644,0.0,0.97,1.006
FX Factor,0.0015,0.004,0.401,0.689,-0.006,0.009
