,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0704,0.197,0.357,0.721,-0.318,0.459
mkt-rf,0.9889,0.017,57.26,0.0,0.955,1.023
FX Factor,-0.0028,0.007,-0.396,0.692,-0.016,0.011
