,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0261,0.108,-0.242,0.809,-0.239,0.186
mkt-rf,0.9896,0.018,56.167,0.0,0.955,1.024
FX Factor,0.0006,0.003,0.174,0.862,-0.006,0.007
