,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0447,0.067,-0.665,0.506,-0.177,0.088
mkt-rf,1.0103,0.011,94.123,0.0,0.989,1.031
FX Factor,0.0019,0.003,0.724,0.47,-0.003,0.007
