,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0892,0.073,1.228,0.221,-0.054,0.232
mkt-rf,0.9979,0.012,84.055,0.0,0.975,1.021
FX Factor,-0.003,0.002,-1.264,0.207,-0.008,0.002
