,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0026,0.069,-0.037,0.971,-0.139,0.134
mkt-rf,0.982,0.011,86.556,0.0,0.96,1.004
FX Factor,-0.0003,0.002,-0.15,0.881,-0.005,0.004
