,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0192,0.245,-0.078,0.938,-0.502,0.464
mkt-rf,0.9277,0.021,43.177,0.0,0.885,0.97
FX Factor,-0.0004,0.009,-0.043,0.966,-0.017,0.017
