,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0798,0.09,-0.888,0.375,-0.257,0.097
mkt-rf,0.9835,0.015,66.992,0.0,0.955,1.012
FX Factor,0.0022,0.003,0.752,0.453,-0.004,0.008
