,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0445,0.058,0.767,0.444,-0.07,0.159
mkt-rf,0.9954,0.009,104.963,0.0,0.977,1.014
FX Factor,-0.0015,0.002,-0.824,0.411,-0.005,0.002
