,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0897,0.093,0.966,0.335,-0.093,0.273
mkt-rf,0.9986,0.015,65.82,0.0,0.969,1.029
FX Factor,-0.003,0.003,-0.987,0.325,-0.009,0.003
