,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.5778,0.38,-1.521,0.13,-1.326,0.17
mkt-rf,0.9612,0.033,28.875,0.0,0.896,1.027
FX Factor,0.0202,0.013,1.502,0.134,-0.006,0.047
