,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1624,0.151,-1.073,0.285,-0.461,0.136
mkt-rf,1.0327,0.036,28.677,0.0,0.962,1.104
FX Factor,0.0059,0.006,1.059,0.29,-0.005,0.017
