,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0376,0.163,-0.231,0.818,-0.358,0.283
mkt-rf,0.9883,0.014,69.275,0.0,0.96,1.016
FX Factor,0.0011,0.006,0.189,0.85,-0.01,0.012
