,coef,std err,t,P>|t|,[0.025,0.975]
const,0.026,0.095,0.273,0.785,-0.162,0.214
mkt-rf,0.9993,0.023,44.045,0.0,0.955,1.044
FX Factor,-0.0009,0.004,-0.255,0.799,-0.008,0.006
