,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0822,0.151,-0.545,0.587,-0.38,0.215
mkt-rf,0.9796,0.013,74.053,0.0,0.954,1.006
FX Factor,0.0026,0.005,0.49,0.625,-0.008,0.013
