,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0315,0.082,-0.384,0.701,-0.193,0.13
mkt-rf,1.0029,0.013,76.608,0.0,0.977,1.029
FX Factor,0.0012,0.003,0.363,0.717,-0.005,0.008
