,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.084,0.176,-0.476,0.634,-0.431,0.263
mkt-rf,0.967,0.015,62.58,0.0,0.937,0.997
FX Factor,0.0025,0.006,0.399,0.691,-0.01,0.015
