,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0064,0.112,0.057,0.954,-0.214,0.227
mkt-rf,0.999,0.018,55.884,0.0,0.964,1.034
FX Factor,-0.0002,0.004,-0.049,0.961,-0.009,0.009
