,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0315,0.15,-0.21,0.834,-0.327,0.264
mkt-rf,1.0228,0.036,28.654,0.0,0.952,1.093
FX Factor,0.0014,0.006,0.251,0.802,-0.01,0.012
