,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1362,0.118,-1.156,0.249,-0.368,0.096
mkt-rf,1.0046,0.019,52.15,0.0,0.967,1.043
FX Factor,0.0045,0.004,1.18,0.239,-0.003,0.012
