,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0253,0.08,-0.316,0.753,-0.183,0.133
mkt-rf,0.9946,0.019,52.12,0.0,0.957,1.032
FX Factor,0.0008,0.003,0.261,0.794,-0.005,0.007
