,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2448,0.126,-1.942,0.053,-0.493,0.004
mkt-rf,0.9871,0.011,89.359,0.0,0.965,1.009
FX Factor,0.0086,0.004,1.923,0.056,-0.0,0.017
