,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0803,0.069,-1.166,0.245,-0.216,0.055
mkt-rf,0.9934,0.011,88.271,0.0,0.971,1.016
FX Factor,0.0024,0.002,1.089,0.277,-0.002,0.007
