,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1237,0.227,0.545,0.586,-0.323,0.571
mkt-rf,1.0009,0.02,50.347,0.0,0.962,1.04
FX Factor,-0.0044,0.008,-0.549,0.583,-0.02,0.011
