,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0602,0.06,-0.997,0.32,-0.179,0.059
mkt-rf,1.0054,0.01,104.136,0.0,0.986,1.024
FX Factor,0.0022,0.002,0.927,0.355,-0.002,0.007
