,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0101,0.058,0.175,0.861,-0.103,0.124
mkt-rf,1.0032,0.009,108.937,0.0,0.985,1.021
FX Factor,-0.0002,0.002,-0.088,0.93,-0.005,0.004
