,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0816,0.061,1.335,0.183,-0.039,0.202
mkt-rf,0.9722,0.015,66.866,0.0,0.944,1.001
FX Factor,-0.0032,0.002,-1.409,0.16,-0.008,0.001
