,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.082,0.127,-0.645,0.52,-0.333,0.169
mkt-rf,1.023,0.02,50.309,0.0,0.983,1.063
FX Factor,0.0037,0.005,0.729,0.467,-0.006,0.014
