,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.7148,0.377,-1.894,0.059,-1.458,0.028
mkt-rf,0.9833,0.033,29.739,0.0,0.918,1.048
FX Factor,0.0254,0.013,1.904,0.058,-0.001,0.052
