,coef,std err,t,P>|t|,[0.025,0.975]
const,0.3152,0.203,1.556,0.121,-0.084,0.714
mkt-rf,0.9947,0.048,20.644,0.0,0.9,1.09
FX Factor,-0.0106,0.007,-1.425,0.156,-0.025,0.004
