,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0093,0.12,0.078,0.938,-0.227,0.246
mkt-rf,1.0083,0.02,51.417,0.0,0.97,1.047
FX Factor,-7.633e-05,0.004,-0.02,0.984,-0.008,0.008
