,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.127,0.113,-1.122,0.263,-0.35,0.096
mkt-rf,1.0256,0.027,38.092,0.0,0.973,1.079
FX Factor,0.0047,0.004,1.117,0.265,-0.004,0.013
