,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0766,0.156,-0.491,0.624,-0.384,0.231
mkt-rf,0.987,0.014,72.175,0.0,0.96,1.014
FX Factor,0.0025,0.006,0.462,0.645,-0.008,0.013
