,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0637,0.093,0.685,0.494,-0.12,0.247
mkt-rf,0.9752,0.015,64.142,0.0,0.945,1.005
FX Factor,-0.0026,0.003,-0.873,0.384,-0.009,0.003
