,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0489,0.043,-1.147,0.252,-0.133,0.035
mkt-rf,1.0044,0.007,144.212,0.0,0.991,1.018
FX Factor,0.0016,0.001,1.192,0.234,-0.001,0.004
