,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2069,0.267,-0.776,0.439,-0.733,0.319
mkt-rf,1.0023,0.023,42.864,0.0,0.956,1.048
FX Factor,0.0075,0.009,0.791,0.43,-0.011,0.026
