,coef,std err,t,P>|t|,[0.025,0.975]
const,0.025,0.055,0.457,0.648,-0.083,0.133
mkt-rf,0.9963,0.009,114.086,0.0,0.979,1.013
FX Factor,-0.001,0.002,-0.442,0.659,-0.005,0.003
