,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0462,0.158,-0.293,0.77,-0.357,0.264
mkt-rf,0.9838,0.014,71.177,0.0,0.957,1.011
FX Factor,0.0014,0.006,0.25,0.803,-0.01,0.012
