,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0214,0.041,-0.52,0.604,-0.102,0.06
mkt-rf,1.0047,0.007,153.02,0.0,0.992,1.018
FX Factor,0.0009,0.002,0.562,0.575,-0.002,0.004
