,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1711,0.111,-1.544,0.124,-0.389,0.047
mkt-rf,0.9856,0.01,101.486,0.0,0.966,1.005
FX Factor,0.0059,0.004,1.511,0.132,-0.002,0.014
