,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1014,0.092,-1.1,0.273,-0.283,0.08
mkt-rf,1.0129,0.015,68.734,0.0,0.984,1.042
FX Factor,0.0039,0.004,1.065,0.288,-0.003,0.011
