,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1899,0.091,2.084,0.038,0.01,0.369
mkt-rf,0.9474,0.022,43.716,0.0,0.905,0.99
FX Factor,-0.0072,0.003,-2.144,0.033,-0.014,-0.001
