,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.6987,0.35,-1.994,0.047,-1.389,-0.008
mkt-rf,0.9485,0.031,30.882,0.0,0.888,1.009
FX Factor,0.0243,0.012,1.967,0.05,-3.74e-05,0.049
