,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1807,0.14,-1.291,0.198,-0.456,0.095
mkt-rf,0.9766,0.023,42.695,0.0,0.932,1.022
FX Factor,0.0053,0.005,1.17,0.243,-0.004,0.014
