,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0159,0.196,-0.081,0.935,-0.401,0.37
mkt-rf,1.0007,0.017,58.342,0.0,0.967,1.034
FX Factor,0.0006,0.007,0.091,0.928,-0.013,0.014
