,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1325,0.226,-0.586,0.558,-0.578,0.313
mkt-rf,0.9695,0.02,48.95,0.0,0.93,1.009
FX Factor,0.0043,0.008,0.533,0.595,-0.011,0.02
